   0.000, 138155.836, 275366.391, 410839.511, 544017.419, 674568.553, 802325.547, 927216.210, 1049213.776, 1168309.662, 1284501.478, 1397788.646, 1508171.041, 1615648.640, 1720221.440, 1821889.440, 1920652.640, 2016511.040, 2109464.640, 2199513.440, 2286657.440, 2370896.640, 2452231.040, 2530660.640, 2606185.440, 2678805.440, 2748520.640, 2815331.040, 2879236.640, 2940237.440, 2998333.440, 3053524.640, 3105811.040, 3155192.640, 3201669.440, 3245241.440, 3285908.640, 3323671.040, 3358528.640, 3390481.440, 3419529.440, 3445672.640, 3468911.040, 3489244.640, 3506673.440, 3521197.440, 3532816.640, 3541531.040, 3547340.640, 3550245.440, 3550245.440, 3547340.640, 3541531.040, 3532816.640, 3521197.440, 3506673.440, 3489244.640, 3468911.040, 3445672.640, 3419529.440, 3390481.440, 3358528.640, 3323671.040, 3285908.640, 3245241.440, 3201669.440, 3155192.640, 3105811.040, 3053524.640, 2998333.440, 2940237.440, 2879236.640, 2815331.040, 2748520.640, 2678805.440, 2606185.440, 2530660.640, 2452231.040, 2370896.640, 2286657.440, 2199513.440, 2109464.640, 2016511.040, 1920652.640, 1821889.440, 1720221.440, 1615648.640, 1508171.041, 1397788.646, 1284501.478, 1168309.662, 1049213.776, 927216.210, 802325.547, 674568.553, 544017.419, 410839.511, 275366.391, 138155.836,    0.000,
   0.000, 132067.984, 263232.342, 392735.831, 520045.249, 644843.645, 766971.026, 886358.383, 1002980.126, 1116828.052, 1227899.877, 1336195.046, 1441713.441, 1544455.040, 1644419.840, 1741607.840, 1836019.040, 1927653.440, 2016511.040, 2102591.840, 2185895.840, 2266423.040, 2344173.440, 2419147.040, 2491343.840, 2560763.840, 2627407.040, 2691273.440, 2752363.040, 2810675.840, 2866211.840, 2918971.040, 2968953.440, 3016159.040, 3060587.840, 3102239.840, 3141115.040, 3177213.440, 3210535.040, 3241079.840, 3268847.840, 3293839.040, 3316053.440, 3335491.040, 3352151.840, 3366035.840, 3377143.040, 3385473.440, 3391027.040, 3393803.840, 3393803.840, 3391027.040, 3385473.440, 3377143.040, 3366035.840, 3352151.840, 3335491.040, 3316053.440, 3293839.040, 3268847.840, 3241079.840, 3210535.040, 3177213.440, 3141115.040, 3102239.840, 3060587.840, 3016159.040, 2968953.440, 2918971.040, 2866211.840, 2810675.840, 2752363.040, 2691273.440, 2627407.040, 2560763.840, 2491343.840, 2419147.040, 2344173.440, 2266423.040, 2185895.840, 2102591.840, 2016511.040, 1927653.440, 1836019.040, 1741607.840, 1644419.840, 1544455.040, 1441713.441, 1336195.046, 1227899.877, 1116828.052, 1002980.126, 886358.383, 766971.026, 644843.645, 520045.249, 392735.831, 263232.342, 132067.984,    0.000,
   0.000, 125789.886, 250719.104, 374066.410, 495323.949, 614189.833, 730511.677, 844223.748, 955301.674, 1063737.642, 1169529.475, 1272676.645, 1373179.041, 1471036.640, 1566249.440, 1658817.440, 1748740.640, 1836019.040, 1920652.640, 2002641.440, 2081985.440, 2158684.640, 2232739.040, 2304148.640, 2372913.440, 2439033.440, 2502508.640, 2563339.040, 2621524.640, 2677065.440, 2729961.440, 2780212.640, 2827819.040, 2872780.640, 2915097.440, 2954769.440, 2991796.640, 3026179.040, 3057916.640, 3087009.440, 3113457.440, 3137260.640, 3158419.040, 3176932.640, 3192801.440, 3206025.440, 3216604.640, 3224539.040, 3229828.640, 3232473.440, 3232473.440, 3229828.640, 3224539.040, 3216604.640, 3206025.440, 3192801.440, 3176932.640, 3158419.040, 3137260.640, 3113457.440, 3087009.440, 3057916.640, 3026179.040, 2991796.640, 2954769.440, 2915097.440, 2872780.640, 2827819.040, 2780212.640, 2729961.440, 2677065.440, 2621524.640, 2563339.040, 2502508.640, 2439033.440, 2372913.440, 2304148.640, 2232739.040, 2158684.640, 2081985.440, 2002641.440, 1920652.640, 1836019.040, 1748740.640, 1658817.440, 1566249.440, 1471036.640, 1373179.041, 1272676.645, 1169529.475, 1063737.642, 955301.674, 844223.748, 730511.677, 614189.833, 495323.949, 374066.410, 250719.104, 125789.886,    0.000,
   0.000, 119321.542, 237826.677, 354831.249, 469853.518, 582607.118, 692947.498, 800812.306, 906178.421, 1009038.431, 1109390.273, 1207233.445, 1302567.841, 1395393.440, 1485710.240, 1573518.240, 1658817.440, 1741607.840, 1821889.440, 1899662.240, 1974926.240, 2047681.440, 2117927.840, 2185665.440, 2250894.240, 2313614.240, 2373825.440, 2431527.840, 2486721.440, 2539406.240, 2589582.240, 2637249.440, 2682407.840, 2725057.440, 2765198.240, 2802830.240, 2837953.440, 2870567.840, 2900673.440, 2928270.240, 2953358.240, 2975937.440, 2996007.840, 3013569.440, 3028622.240, 3041166.240, 3051201.440, 3058727.840, 3063745.440, 3066254.240, 3066254.240, 3063745.440, 3058727.840, 3051201.440, 3041166.240, 3028622.240, 3013569.440, 2996007.840, 2975937.440, 2953358.240, 2928270.240, 2900673.440, 2870567.840, 2837953.440, 2802830.240, 2765198.240, 2725057.440, 2682407.840, 2637249.440, 2589582.240, 2539406.240, 2486721.440, 2431527.840, 2373825.440, 2313614.240, 2250894.240, 2185665.440, 2117927.840, 2047681.440, 1974926.240, 1899662.240, 1821889.440, 1741607.840, 1658817.440, 1573518.240, 1485710.240, 1395393.440, 1302567.841, 1207233.445, 1109390.273, 1009038.431, 906178.421, 800812.306, 692947.498, 582607.118, 469853.518, 354831.249, 237826.677, 119321.542,    0.000,
   0.000, 112662.953, 224555.061, 335030.348, 443633.957, 550095.500, 654278.491, 756124.057, 855610.366, 952730.421, 1047482.271, 1139865.445, 1229879.841, 1317525.440, 1402802.240, 1485710.240, 1566249.440, 1644419.840, 1720221.440, 1793654.240, 1864718.240, 1933413.440, 1999739.840, 2063697.440, 2125286.240, 2184506.240, 2241357.440, 2295839.840, 2347953.440, 2397698.240, 2445074.240, 2490081.440, 2532719.840, 2572989.440, 2610890.240, 2646422.240, 2679585.440, 2710379.840, 2738805.440, 2764862.240, 2788550.240, 2809869.440, 2828819.840, 2845401.440, 2859614.240, 2871458.240, 2880933.440, 2888039.840, 2892777.440, 2895146.240, 2895146.240, 2892777.440, 2888039.840, 2880933.440, 2871458.240, 2859614.240, 2845401.440, 2828819.840, 2809869.440, 2788550.240, 2764862.240, 2738805.440, 2710379.840, 2679585.440, 2646422.240, 2610890.240, 2572989.440, 2532719.840, 2490081.440, 2445074.240, 2397698.240, 2347953.440, 2295839.840, 2241357.440, 2184506.240, 2125286.240, 2063697.440, 1999739.840, 1933413.440, 1864718.240, 1793654.240, 1720221.440, 1644419.840, 1566249.440, 1485710.240, 1402802.240, 1317525.440, 1229879.841, 1139865.445, 1047482.271, 952730.421, 855610.366, 756124.057, 654278.491, 550095.500, 443633.957, 335030.348, 224555.061, 112662.953,    0.000,
   0.000, 105814.119, 210904.257, 314663.707, 416665.265, 516654.979, 614504.656, 710159.001, 803597.510, 894813.610, 983805.469, 1070572.645, 1155115.041, 1237432.640, 1317525.440, 1395393.440, 1471036.640, 1544455.040, 1615648.640, 1684617.440, 1751361.440, 1815880.640, 1878175.040, 1938244.640, 1996089.440, 2051709.440, 2105104.640, 2156275.040, 2205220.640, 2251941.440, 2296437.440, 2338708.640, 2378755.040, 2416576.640, 2452173.440, 2485545.440, 2516692.640, 2545615.040, 2572312.640, 2596785.440, 2619033.440, 2639056.640, 2656855.040, 2672428.640, 2685777.440, 2696901.440, 2705800.640, 2712475.040, 2716924.640, 2719149.440, 2719149.440, 2716924.640, 2712475.040, 2705800.640, 2696901.440, 2685777.440, 2672428.640, 2656855.040, 2639056.640, 2619033.440, 2596785.440, 2572312.640, 2545615.040, 2516692.640, 2485545.440, 2452173.440, 2416576.640, 2378755.040, 2338708.640, 2296437.440, 2251941.440, 2205220.640, 2156275.040, 2105104.640, 2051709.440, 1996089.440, 1938244.640, 1878175.040, 1815880.640, 1751361.440, 1684617.440, 1615648.640, 1544455.040, 1471036.640, 1395393.440, 1317525.440, 1237432.640, 1155115.041, 1070572.645, 983805.469, 894813.610, 803597.510, 710159.001, 614504.656, 516654.979, 416665.265, 314663.707, 210904.257, 105814.119,    0.000,
   0.000, 98775.039, 196874.263, 293731.327, 388947.443, 482285.554, 573625.991, 662917.138, 750139.853, 835287.999, 918359.868, 999355.045, 1078273.441, 1155115.041, 1229879.841, 1302567.841, 1373179.041, 1441713.441, 1508171.041, 1572551.841, 1634855.841, 1695083.041, 1753233.441, 1809307.041, 1863303.841, 1915223.841, 1965067.041, 2012833.441, 2058523.041, 2102135.841, 2143671.841, 2183131.041, 2220513.441, 2255819.041, 2289047.841, 2320199.841, 2349275.041, 2376273.441, 2401195.041, 2424039.841, 2444807.841, 2463499.041, 2480113.441, 2494651.041, 2507111.841, 2517495.841, 2525803.041, 2532033.441, 2536187.041, 2538263.841, 2538263.841, 2536187.041, 2532033.441, 2525803.041, 2517495.841, 2507111.841, 2494651.041, 2480113.441, 2463499.041, 2444807.841, 2424039.841, 2401195.041, 2376273.441, 2349275.041, 2320199.841, 2289047.841, 2255819.041, 2220513.441, 2183131.041, 2143671.841, 2102135.841, 2058523.041, 2012833.441, 1965067.041, 1915223.841, 1863303.841, 1809307.041, 1753233.441, 1695083.041, 1634855.841, 1572551.841, 1508171.041, 1441713.441, 1373179.041, 1302567.841, 1229879.841, 1155115.041, 1078273.441, 999355.045, 918359.868, 835287.999, 750139.853, 662917.138, 573625.991, 482285.554, 388947.443, 293731.327, 196874.263, 98775.039,    0.000,
   0.000, 91545.715, 182465.080, 272233.207, 360480.493, 446987.227, 531642.500, 614398.470, 695237.396, 774153.590, 851145.469, 926212.648, 999355.045, 1070572.645, 1139865.445, 1207233.445, 1272676.645, 1336195.046, 1397788.646, 1457457.446, 1515201.446, 1571020.647, 1624915.047, 1676884.647, 1726929.447, 1775049.447, 1821244.648, 1865515.048, 1907860.648, 1948281.448, 1986777.448, 2023348.649, 2057995.049, 2090716.649, 2121513.449, 2150385.449, 2177332.649, 2202355.049, 2225452.649, 2246625.449, 2265873.450, 2283196.650, 2298595.050, 2312068.650, 2323617.450, 2333241.450, 2340940.650, 2346715.050, 2350564.650, 2352489.450, 2352489.450, 2350564.650, 2346715.050, 2340940.650, 2333241.450, 2323617.450, 2312068.650, 2298595.050, 2283196.650, 2265873.450, 2246625.449, 2225452.649, 2202355.049, 2177332.649, 2150385.449, 2121513.449, 2090716.649, 2057995.049, 2023348.649, 1986777.448, 1948281.448, 1907860.648, 1865515.048, 1821244.648, 1775049.447, 1726929.447, 1676884.647, 1624915.047, 1571020.647, 1515201.446, 1457457.446, 1397788.646, 1336195.046, 1272676.645, 1207233.445, 1139865.445, 1070572.645, 999355.045, 926212.648, 851145.469, 774153.590, 695237.396, 614398.470, 531642.500, 446987.227, 360480.493, 272233.207, 182465.080, 91545.715,    0.000,
   0.000, 84126.146, 167676.713, 250169.352, 331264.418, 410760.006, 488554.190, 564603.007, 638890.151, 711410.396, 782162.287, 851145.469, 918359.868, 983805.469, 1047482.271, 1109390.273, 1169529.475, 1227899.877, 1284501.478, 1339334.280, 1392398.282, 1443693.483, 1493219.885, 1540977.486, 1586966.287, 1631186.289, 1673637.490, 1714319.891, 1753233.492, 1790378.293, 1825754.295, 1859361.496, 1891199.896, 1921269.497, 1949570.298, 1976102.299, 2000865.500, 2023859.900, 2045085.501, 2064542.302, 2082230.302, 2098149.503, 2112299.903, 2124681.503, 2135294.304, 2144138.304, 2151213.504, 2156519.904, 2160057.504, 2161826.305, 2161826.305, 2160057.504, 2156519.904, 2151213.504, 2144138.304, 2135294.304, 2124681.503, 2112299.903, 2098149.503, 2082230.302, 2064542.302, 2045085.501, 2023859.900, 2000865.500, 1976102.299, 1949570.298, 1921269.497, 1891199.896, 1859361.496, 1825754.295, 1790378.293, 1753233.492, 1714319.891, 1673637.490, 1631186.289, 1586966.287, 1540977.486, 1493219.885, 1443693.483, 1392398.282, 1339334.280, 1284501.478, 1227899.877, 1169529.475, 1109390.273, 1047482.271, 983805.469, 918359.868, 851145.469, 782162.287, 711410.396, 638890.151, 564603.007, 488554.190, 410760.006, 331264.418, 250169.352, 167676.713, 84126.146,    0.000,
   0.000, 76516.342, 152509.176, 227539.787, 301299.253, 373603.929, 444361.109, 513530.803, 581098.180, 647058.486, 711410.396, 774153.590, 835287.999, 894813.610, 952730.421, 1009038.431, 1063737.642, 1116828.052, 1168309.662, 1218182.471, 1266446.480, 1313101.689, 1358148.098, 1401585.706, 1443414.514, 1483634.521, 1522245.729, 1559248.136, 1594641.742, 1628426.549, 1660602.555, 1691169.761, 1720128.166, 1747477.771, 1773218.576, 1797350.581, 1819873.785, 1840788.189, 1860093.793, 1877790.596, 1893878.599, 1908357.802, 1921228.204, 1932489.806, 1942142.608, 1950186.610, 1956621.811, 1961448.212, 1964665.812, 1966274.613, 1966274.613, 1964665.812, 1961448.212, 1956621.811, 1950186.610, 1942142.608, 1932489.806, 1921228.204, 1908357.802, 1893878.599, 1877790.596, 1860093.793, 1840788.189, 1819873.785, 1797350.581, 1773218.576, 1747477.771, 1720128.166, 1691169.761, 1660602.555, 1628426.549, 1594641.742, 1559248.136, 1522245.729, 1483634.521, 1443414.514, 1401585.706, 1358148.098, 1313101.689, 1266446.480, 1218182.471, 1168309.662, 1116828.052, 1063737.642, 1009038.431, 952730.421, 894813.610, 835287.999, 774153.590, 711410.396, 647058.486, 581098.180, 513530.803, 444361.109, 373603.929, 301299.253, 227539.787, 152509.176, 76516.342,    0.000,
   0.000, 68716.341, 136962.545, 204344.625, 270585.146, 335519.183, 399063.478, 461182.113, 521861.771, 581098.180, 638890.151, 695237.396, 750139.853, 803597.510, 855610.366, 906178.421, 955301.674, 1002980.126, 1049213.776, 1094002.624, 1137346.671, 1179245.916, 1219700.360, 1258710.002, 1296274.843, 1332394.882, 1367070.120, 1400300.555, 1432086.190, 1462427.023, 1491323.054, 1518774.284, 1544780.712, 1569342.338, 1592459.163, 1614131.187, 1634358.409, 1653140.829, 1670478.448, 1686371.265, 1700819.281, 1713822.495, 1725380.907, 1735494.518, 1744163.327, 1751387.335, 1757166.541, 1761500.946, 1764390.549, 1765835.351, 1765835.351, 1764390.549, 1761500.946, 1757166.541, 1751387.335, 1744163.327, 1735494.518, 1725380.907, 1713822.495, 1700819.281, 1686371.265, 1670478.448, 1653140.829, 1634358.409, 1614131.187, 1592459.163, 1569342.338, 1544780.712, 1518774.284, 1491323.054, 1462427.023, 1432086.190, 1400300.555, 1367070.120, 1332394.882, 1296274.843, 1258710.002, 1219700.360, 1179245.916, 1137346.671, 1094002.624, 1049213.776, 1002980.126, 955301.674, 906178.421, 855610.366, 803597.510, 750139.853, 695237.396, 638890.151, 581098.180, 521861.771, 461182.113, 399063.478, 335519.183, 270585.146, 204344.625, 136962.545, 68716.341,    0.000,
   0.000, 60726.300, 121037.134, 180584.331, 239122.715, 296506.534, 352662.206, 407557.990, 461182.113, 513530.803, 564603.007, 614398.470, 662917.138, 710159.001, 756124.057, 800812.306, 844223.748, 886358.383, 927216.210, 966797.231, 1005101.444, 1042128.851, 1077879.450, 1112353.242, 1145550.227, 1177470.405, 1208113.776, 1237480.339, 1265570.096, 1292383.045, 1317919.188, 1342178.523, 1365161.051, 1386866.772, 1407295.686, 1426447.792, 1444323.092, 1460921.584, 1476243.270, 1490288.148, 1503056.219, 1514547.483, 1524761.940, 1533699.590, 1541360.433, 1547744.468, 1552851.697, 1556682.118, 1559235.732, 1560512.539, 1560512.539, 1559235.732, 1556682.118, 1552851.697, 1547744.468, 1541360.433, 1533699.590, 1524761.940, 1514547.483, 1503056.219, 1490288.148, 1476243.270, 1460921.584, 1444323.092, 1426447.792, 1407295.686, 1386866.772, 1365161.051, 1342178.523, 1317919.188, 1292383.045, 1265570.096, 1237480.339, 1208113.776, 1177470.405, 1145550.227, 1112353.242, 1077879.450, 1042128.851, 1005101.444, 966797.231, 927216.210, 886358.383, 844223.748, 800812.306, 756124.057, 710159.001, 662917.138, 614398.470, 564603.007, 513530.803, 461182.113, 407557.990, 352662.206, 296506.534, 239122.715, 180584.331, 121037.134, 60726.300,    0.000,
   0.000, 52546.781, 104734.065, 156260.581, 206914.176, 256568.727, 305160.559, 352662.206, 399063.478, 444361.109, 488554.190, 531642.500, 573625.991, 614504.656, 654278.491, 692947.498, 730511.677, 766971.026, 802325.547, 836575.239, 869720.102, 901760.136, 932695.342, 962525.718, 991251.266, 1018871.986, 1045387.876, 1070798.938, 1095105.171, 1118306.575, 1140403.151, 1161394.897, 1181281.815, 1200063.904, 1217741.165, 1234313.596, 1249781.199, 1264143.973, 1277401.918, 1289555.035, 1300603.322, 1310546.781, 1319385.411, 1327119.213, 1333748.185, 1339272.329, 1343691.644, 1347006.131, 1349215.788, 1350320.617, 1350320.617, 1349215.788, 1347006.131, 1343691.644, 1339272.329, 1333748.185, 1327119.213, 1319385.411, 1310546.781, 1300603.322, 1289555.035, 1277401.918, 1264143.973, 1249781.199, 1234313.596, 1217741.165, 1200063.904, 1181281.815, 1161394.897, 1140403.151, 1118306.575, 1095105.171, 1070798.938, 1045387.876, 1018871.986, 991251.266, 962525.718, 932695.342, 901760.136, 869720.102, 836575.239, 802325.547, 766971.026, 730511.677, 692947.498, 654278.491, 614504.656, 573625.991, 531642.500, 488554.190, 444361.109, 399063.478, 352662.206, 305160.559, 256568.727, 206914.176, 156260.581, 104734.065, 52546.781,    0.000,
   0.000, 44179.540, 88056.837, 131378.593, 173966.438, 215714.329, 256568.727, 296506.534, 335519.183, 373603.929, 410760.006, 446987.227, 482285.554, 516654.979, 550095.500, 582607.118, 614189.833, 644843.645, 674568.553, 703364.558, 731231.659, 758169.857, 784179.152, 809259.543, 833411.031, 856633.615, 878927.296, 900292.074, 920727.949, 940234.919, 958812.987, 976462.151, 993182.412, 1008973.770, 1023836.224, 1037769.774, 1050774.422, 1062850.166, 1073997.006, 1084214.943, 1093503.977, 1101864.107, 1109295.334, 1115797.658, 1121371.078, 1126015.595, 1129731.209, 1132517.919, 1134375.726, 1135304.629, 1135304.629, 1134375.726, 1132517.919, 1129731.209, 1126015.595, 1121371.078, 1115797.658, 1109295.334, 1101864.107, 1093503.977, 1084214.943, 1073997.006, 1062850.166, 1050774.422, 1037769.774, 1023836.224, 1008973.770, 993182.412, 976462.151, 958812.987, 940234.919, 920727.949, 900292.074, 878927.296, 856633.615, 833411.031, 809259.543, 784179.152, 758169.857, 731231.659, 703364.558, 674568.553, 644843.645, 614189.833, 582607.118, 550095.500, 516654.979, 482285.554, 446987.227, 410760.006, 373603.929, 335519.183, 296506.534, 256568.727, 215714.329, 173966.438, 131378.593, 88056.837, 44179.540,    0.000,
   0.000, 35629.312, 71014.882, 105952.439, 140298.132, 173966.438, 206914.176, 239122.715, 270585.146, 301299.253, 331264.418, 360480.493, 388947.443, 416665.265, 443633.957, 469853.518, 495323.949, 520045.249, 544017.419, 567240.459, 589714.369, 611439.148, 632414.797, 652641.316, 672118.704, 690846.962, 708826.090, 726056.087, 742536.954, 758268.691, 773251.298, 787484.774, 800969.119, 813704.335, 825690.420, 836927.375, 847415.199, 857153.893, 866143.457, 874383.891, 881875.194, 888617.367, 894610.409, 899854.322, 904349.104, 908094.755, 911091.276, 913338.667, 914836.928, 915586.058, 915586.058, 914836.928, 913338.667, 911091.276, 908094.755, 904349.104, 899854.322, 894610.409, 888617.367, 881875.194, 874383.891, 866143.457, 857153.893, 847415.199, 836927.375, 825690.420, 813704.335, 800969.119, 787484.774, 773251.298, 758268.691, 742536.954, 726056.087, 708826.090, 690846.962, 672118.704, 652641.316, 632414.797, 611439.148, 589714.369, 567240.459, 544017.419, 520045.249, 495323.949, 469853.518, 443633.957, 416665.265, 388947.443, 360480.493, 331264.418, 301299.253, 270585.146, 239122.715, 206914.176, 173966.438, 140298.132, 105952.439, 71014.882, 35629.312,    0.000,
   0.000, 26907.064, 53630.061, 80014.731, 105952.439, 131378.593, 156260.581, 180584.331, 204344.625, 227539.787, 250169.352, 272233.207, 293731.327, 314663.707, 335030.348, 354831.249, 374066.410, 392735.831, 410839.511, 428377.452, 445349.653, 461756.114, 477596.834, 492871.815, 507581.055, 521724.556, 535302.317, 548314.337, 560760.618, 572641.158, 583955.959, 594705.019, 604888.340, 614505.920, 623557.760, 632043.861, 639964.221, 647318.841, 654107.722, 660330.862, 665988.262, 671079.922, 675605.843, 679566.023, 682960.463, 685789.163, 688052.123, 689749.343, 690880.823, 691446.563, 691446.563, 690880.823, 689749.343, 688052.123, 685789.163, 682960.463, 679566.023, 675605.843, 671079.922, 665988.262, 660330.862, 654107.722, 647318.841, 639964.221, 632043.861, 623557.760, 614505.920, 604888.340, 594705.019, 583955.959, 572641.158, 560760.618, 548314.337, 535302.317, 521724.556, 507581.055, 492871.815, 477596.834, 461756.114, 445349.653, 428377.452, 410839.511, 392735.831, 374066.410, 354831.249, 335030.348, 314663.707, 293731.327, 272233.207, 250169.352, 227539.787, 204344.625, 180584.331, 156260.581, 131378.593, 105952.439, 80014.731, 53630.061, 26907.064,    0.000,
   0.000, 18034.518, 35945.668, 53630.061, 71014.882, 88056.837, 104734.065, 121037.134, 136962.545, 152509.176, 167676.713, 182465.080, 196874.263, 210904.257, 224555.061, 237826.677, 250719.104, 263232.342, 275366.391, 287121.251, 298496.921, 309493.403, 320110.696, 330348.800, 340207.714, 349687.440, 358787.976, 367509.324, 375851.483, 383814.452, 391398.233, 398602.824, 405428.227, 411874.440, 417941.464, 423629.300, 428937.946, 433867.403, 438417.672, 442588.751, 446380.641, 449793.343, 452826.855, 455481.178, 457756.312, 459652.257, 461169.013, 462306.580, 463064.958, 463444.147, 463444.147, 463064.958, 462306.580, 461169.013, 459652.257, 457756.312, 455481.178, 452826.855, 449793.343, 446380.641, 442588.751, 438417.672, 433867.403, 428937.946, 423629.300, 417941.464, 411874.440, 405428.227, 398602.824, 391398.233, 383814.452, 375851.483, 367509.324, 358787.976, 349687.440, 340207.714, 330348.800, 320110.696, 309493.403, 298496.921, 287121.251, 275366.391, 263232.342, 250719.104, 237826.677, 224555.061, 210904.257, 196874.263, 182465.080, 167676.713, 152509.176, 136962.545, 121037.134, 104734.065, 88056.837, 71014.882, 53630.061, 35945.668, 18034.518,    0.000,
   0.000, 9048.206, 18034.518, 26907.064, 35629.312, 44179.540, 52546.781, 60726.300, 68716.341, 76516.342, 84126.146, 91545.715, 98775.039, 105814.119, 112662.953, 119321.542, 125789.886, 132067.984, 138155.836, 144053.444, 149760.806, 155277.922, 160604.793, 165741.419, 170687.799, 175443.934, 180009.824, 184385.468, 188570.867, 192566.020, 196370.928, 199985.590, 203410.008, 206644.179, 209688.106, 212541.787, 215205.222, 217678.412, 219961.357, 222054.056, 223956.510, 225668.719, 227190.682, 228522.400, 229663.872, 230615.099, 231376.081, 231946.817, 232327.308, 232517.553, 232517.553, 232327.308, 231946.817, 231376.081, 230615.099, 229663.872, 228522.400, 227190.682, 225668.719, 223956.510, 222054.056, 219961.357, 217678.412, 215205.222, 212541.787, 209688.106, 206644.179, 203410.008, 199985.590, 196370.928, 192566.020, 188570.867, 184385.468, 180009.824, 175443.934, 170687.799, 165741.419, 160604.793, 155277.922, 149760.806, 144053.444, 138155.836, 132067.984, 125789.886, 119321.542, 112662.953, 105814.119, 98775.039, 91545.715, 84126.146, 76516.342, 68716.341, 60726.300, 52546.781, 44179.540, 35629.312, 26907.064, 18034.518, 9048.206,    0.000,
   0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,
